total_responden,avg_CSI,avg_Loyalty,pct_promoter,pct_passive,pct_detractor,NPS,avg_touch_operasional,avg_touch_parkir,avg_touch_banking_hall,avg_touch_toilet
1730,5.89,5.32,82.25,16.36,1.39,80.86,5.84,5.79,5.85,5.86
